Title,URL,imdb_id,Directors,overview,Poster_url,cast_1,cast_2,cast_3,cast_4,cast_5,cast_6,cast_7,cast_8,,,
Karingunnam 6's,https://www.imdb.com/title/tt5632302/,tt5632302,Deepu Karunakaran,Vandana and Aby are outstanding volleyball players. An accident changed Aby's life forever. Aby is so disheartened that his dream will never come true. Vandana sets off to Central Jail to select efficient players to fulfill Aby's wish.,https://m.media-amazon.com/images/M/MV5BZjY4MjMyMDYtZGZkYy00MTVhLThkZTEtMDhhNzk0OTIzYTlhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Manju,Warrier,Anoop,Menon,Babu,Antony,Sudheer,Karamana,,,
Pa.Va,https://www.imdb.com/title/tt5611416/,tt5611416,Sooraj Tom,"The movie narrates the love and friendship shared between two close friends, Pappen and Varkey, against the backdrop of Christian families in Central Travancore.",https://m.media-amazon.com/images/M/MV5BNTQ4ODc4NGUtM2ZjNi00ZTUwLWFkNWQtNjNlNmRhMDZiNzU0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Murali,Gopy,Anoop,Menon,Prayaga,Martin,K.P.A.C.,Lalitha,,,
White,https://www.imdb.com/title/tt5278634/,tt5278634,Uday Ananthan,A romantic story of a middle-aged billionaire and a younger woman in London.,https://m.media-amazon.com/images/M/MV5BMTE4ODkxNGItMTlkMC00NGVmLWE4ZDQtMDQ1MzI4YjNkOTlhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Mammootty,Huma,Qureshi,Shankar,Ramakrishnan,Siddique,,,,,
Kismath,https://www.imdb.com/title/tt5900118/,tt5900118,Shanavas K. Bavakutty,The friendship between B.Tech student Irfan and research student Anitha and the lives around them form the plot of the film. Various incidents that take place in one day are narrated in the movie.,https://m.media-amazon.com/images/M/MV5BYjQyYjc5NzctNjhmYS00NzY3LWI4NWItMmIzZDk5N2YyZDA3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Shane,Nigam,Shruthy,Menon,Vinay,Forrt,Alencier,Ley,Lopez,,
Ann Mariya Kalippilanu,https://www.imdb.com/title/tt5838806/,tt5838806,Midhun Manuel Thomas,"Ann Mariya, a jovial kid hires a goon, Gireesh due to an incident at school. Her kindness causes Gireesh to change his morals and they become great friends. Family problems and her desire to be no. 1 at long jump form the rest of the story.",https://m.media-amazon.com/images/M/MV5BZDRkZGRiOTgtMzU4Mi00Mzk2LThlNDYtODM3NGMwY2Y2ZjkwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Sunny,Wayne,Sara,Arjun,Aju,Varghese,Dulquer,Salmaan,,,
Guppy,https://www.imdb.com/title/tt5889462/,tt5889462,Johnpaul George,"The story of a 12 year old boy who sells guppy fish for a living in his colorful beach side colony. When an engineer is summoned to construct a bridge, the contrasting characters cause great tension and turmoil.",https://m.media-amazon.com/images/M/MV5BZTk3YTQyOGEtYzJkZS00NzczLTllNjgtYTY2MTQ1NWJlOWM4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Chethan,Jayalal,Tovino,Thomas,Sreenivasan,Rohini,,,,,
Marubhoomiyile Aana,https://www.imdb.com/title/tt5533990/,tt5533990,V.K. Prakash,An unemployed youngster from Kerala who leaves for the Gulf to seek his fortune. The fortune he finds is a Sheikh who comes with him back to Kerala. The various escapades of the Sheikh in Kerala is what the movie is all about.,https://m.media-amazon.com/images/M/MV5BNmJhYmRjYzAtYWUyNi00YWMwLWIzMGMtYzdjMDFkODgwMzE1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Biju,Menon,S.V.,Krishna,Shankar,Lalu,Alex,Balu,Varghese,,
IDI: Inspector Dawood Ibrahim,https://www.imdb.com/title/tt5606132/,tt5606132,Sajid Yahiya,Inspector Dawood Ibrahim who dreams of becoming a cop. His sole aim is to catch lawbreakers. The movie is all about how he fulfills his dreams.,https://m.media-amazon.com/images/M/MV5BN2ZmZmQxMTQtMDgzMy00OWY1LWJlNTAtNmQ3NjI5YTk3YTBlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Jayasurya,Shivada,Nair,Yog,Japee,Madhupal,,,,,
Pretham,https://www.imdb.com/title/tt5436168/,tt5436168,Ranjith Sankar,Three friends run a beachfront hotel leaving their jobs. Now their hotel is haunted by paranormal phenomenons. A cold reading psychic John Don Bosco enters their life and Clara's phantom realm to solve the troubling mystery.,https://m.media-amazon.com/images/M/MV5BYzYyZDc5ZjMtMjY4OC00ZjY2LTgzZTAtZjliZGRmOGM4ODFlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Jayasurya,Govind,Padmasoorya,Aju,Varghese,Sharafudheen,,,,,
Pinneyum,https://www.imdb.com/title/tt5578722/,tt5578722,Adoor Gopalakrishnan,"Purushothaman Nair is jobless while his wife Devi is a teacher and they have a daughter. The film speaks about love, romance, and the bonds between family members.",https://m.media-amazon.com/images/M/MV5BMTNmMTc2MzEtZjViYi00ZmYzLWE2ZDctNDAxZDBkM2UyNzQ2XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Dileep,Kavya,Madhavan,Subodh,Bhave,Nedumudi,Venu,,,,
Dooram,https://www.imdb.com/title/tt5983404/,tt5983404,Manu Kannamthanam,"The movie begins with the journey from Bangkok to Kerala of the protagonist, Dennis who meets Riti on the flight. Riti reminds Dennis of his past love and his memories about his lost love is what the film is all about.",https://m.media-amazon.com/images/M/MV5BMDQzMTVjNzUtMmVjNC00ZTRiLThhZGQtYjVjYzk2YjRkM2FkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Maqbool,Salmaan,Shine,Tom,Chacko,Aima,Sebastian,Bhagath,Baby,Manuel,
Crayons,https://www.imdb.com/title/tt6002312/,tt6002312,Sajin Lal,Families from two different socio-economic classes are compared in this movie about childhood and parenting best practices.,https://m.media-amazon.com/images/M/MV5BN2E5OGVmYjMtOGZhMC00YTQwLWEzZGMtZjFjZGQ4NDE5MzY4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Boban,Alumoodan,Sonia,Dhananjay,Dinesh,Panicker,,,,,
Popcorn,https://www.imdb.com/title/tt5458420/,tt5458420,Aneesh Upasana,Kinder comes in search of his love to Kerala from his hometown. He comes across Joy and they jointly try to track the lady. He meets Sharon who is in pursuit of her absconding boyfriend and she offers him wealth if he assists her.,https://m.media-amazon.com/images/M/MV5BNjQ4MWFkNzgtNDRiOC00MTQ5LWJkMzUtNWVjYjA0ZmYxYTk2XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Shine,Tom,Chacko,Srindaa,Soubin,Shahir,Bhagath,Baby,Manuel,,
Dum,https://www.imdb.com/title/tt5833824/,tt5833824,Anu Ram,Dum is the story of a goon named Xavier and his henchman Antony and the struggle they face to achieve their goals. The film revolves around the life of a goon who regrets his past and seeks redemption through his lover Sherin.,https://m.media-amazon.com/images/M/MV5BZmU0NmEwNzgtNmNkZS00NmU4LTgxOTItM2Q0ZGM0NWVlMDhiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Shine,Tom,Chacko,Lal,Joju,George,Juby,Ninan,,,
Shyam,https://www.imdb.com/title/tt5998246/,tt5998246,Sebastine Maliekkal,Ghost-busting is both scary and hilarious in this tale of bhoots on the ground.,https://m.media-amazon.com/images/M/MV5BOTg0ZDZmMWEtN2MyNy00OWI2LWExZDItZmIwMGM3YmQxOTUyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Rahul,Madhav,Aparna,Bajpai,Bhagath,Baby,Manuel,Adoor,Govindankutty,,
Appooppanthaadi,https://www.imdb.com/title/tt6003584/,tt6003584,Manusankar,The film depicts the difference between the life and freedom of children in the present and the past.,https://m.media-amazon.com/images/M/MV5BMjcyNWEzZWMtYTI2MS00ODk1LWJiNmEtMjkzOGJmMzJmYzE1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Prajin,Padmanabhan,Meghanadhan,Soumya,Antony,Prince,Jose,,,,
Mud Maza,https://www.imdb.com/title/tt5865742/,tt5865742,Jeyen Raj,it is the first Romantic Sports Musical Entertainerin Malayalam film industry. The film Mud Maza presents a novel experience to the mainstream Malayalam cinema with its theme centred on ...                See full summaryÃ‚Â Ã‚Â»,https://m.media-amazon.com/images/M/MV5BMzJiZjNhMTMtOTg5My00NzE5LWIxNDAtYzc5OTVkOTk2ZTZmXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,,,,,,,,,,
168 Hours,https://www.imdb.com/title/tt6005838/,tt6005838,K.G. Vijayakumar,This horror thriller revolves around the 168 hours of a married couple. Many scary events creep into their life and this forms the crux of the movie.,https://m.media-amazon.com/images/M/MV5BNDY3ZmQ2ZDEtN2VlYy00NTE2LWE1ZGEtNTA4NmQ0NjRmZTVkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Manu,Mohit,Anju,Priya,Seema,G.,Nair,Neena,Kurup,,
"LBW: Love, Breakup and War",https://www.imdb.com/title/tt6010610/,tt6010610,B.N. Shajeer Sha,"LBW is a movie discussing about different phases of love and life. Love is precious, how it works out and changes the minds of human beings is the basic story of the film.",https://m.media-amazon.com/images/M/MV5BZTc5ZTE5ZDgtNTE1OS00ZGRlLWJhMzUtNWUyMTYwMjIyYTY0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Pramod,Das,Chriz,Deepu,Abdul,Kalam,Neethu,Lal,,,
Vikalpam,https://www.imdb.com/title/tt6106108/,tt6106108,Radhakrishnan Pallath,,https://m.media-amazon.com/images/M/MV5BMTYxZGM1YTEtN2E5ZS00ZjNlLThmNzgtOTIwYzVlY2UwYjZjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,,,,,,,,,,
Zoom,https://www.imdb.com/title/tt6117454/,tt6117454,Anish Varma,,https://m.media-amazon.com/images/M/MV5BZTA0ZDE0M2ItZDIzZS00YTkwLWFlYjctYzI2NmE0Y2JmNWFkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Bhagath,Baby,Manuel,S.P.,Sreekumar,Shammi,Thilakan,Leona,Lishoy,,
Vanyam,https://www.imdb.com/title/tt6117534/,tt6117534,Sohan Seenulal,The film revolves around the reckless life of three youngsters who maliciously plan a heinous act of violence and the aftermath of their act.,https://m.media-amazon.com/images/M/MV5BOTgyYTExZmItOTE5Yy00ZmUwLWE2NmItMDgxNGQ4YjZiZGZjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Aparna,Nair,Anoop,Ramesh,Vishnu,Unnikrishnan,Sumith,Samudra,,,
Chinna Dada,https://www.imdb.com/title/tt6120482/,tt6120482,Raju Champakara,Chinna Dada is a revenge thriller.,https://m.media-amazon.com/images/M/MV5BNmQ3MjZkMWQtYWNlMy00NjQ4LThmODgtNTdkMDAzNjEyYmY3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Jayan,Cherthala,Sudheer,Karamana,Riyaz,Khan,Neena,Kurup,,,
Oozham,https://www.imdb.com/title/tt5436158/,tt5436158,Jeethu Joseph,"After witnessing a tragic demise over a video call, Surya, a demolition expert decides to avenge their deaths. He finds support in his fiancÃƒÂ©, Gayathri, who is mourning her brother's death.",https://m.media-amazon.com/images/M/MV5BZDc4NmE1ZWQtN2RhYi00MDM2LWE1OTMtY2ZlNDQyZThhNDFmXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Prithviraj,Sukumaran,Pasupathy,Divya,Pillai,V.,Jayaprakash,,,,
Oppam,https://www.imdb.com/title/tt5548032/,tt5548032,Priyadarshan,A blind man tries to protect a girl from a psycho killer.,https://m.media-amazon.com/images/M/MV5BYzBmNDYwOTItMGMwNS00ZGRlLWFlNDMtNzJlOTc5YzZkODk2XkEyXkFqcGdeQXVyMTIwNTI0Mzk3._V1_.jpg,Mohanlal,Samuthirakani,Anusree,Vimala,Raman,,,,,,
Kochavva Paulo Ayyappa Coelho,https://www.imdb.com/title/tt5541812/,tt5541812,Sidhartha Siva,Ayappa strongly wishes to travel by airplane. Kochavva helps the child achieve this through his optimistic and practical ways. Ayappa learns that who and what you love is more important than what you wish in life.,https://m.media-amazon.com/images/M/MV5BYzE4MGMyMmQtMTNlMC00NzliLTg5YjctNWNmZmQwNzIzNDJiXkEyXkFqcGdeQXVyNTIxMjg4Nzc@._V1_.jpg,Rudraksh,Sudheesh,Kunchacko,Boban,Abini,Aadi,Nedumudi,Venu,,,
Welcome to Central Jail,https://www.imdb.com/title/tt5679718/,tt5679718,Sundardas,"Unnikuttan is a young man, who was born in the central jail. He considers jail as his second home. As a good Samaritan he takes on the punishments for petty crimes committed by others.",https://m.media-amazon.com/images/M/MV5BNzFlOThkMjYtMzY3MS00ODMxLTkxNjQtMTc4ODc0MTAyMWUxXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Dileep,Vedhika,Renji,Panicker,Kailash,,,,,,
Oru Muthassi Gadha,https://www.imdb.com/title/tt5458448/,tt5458448,Jude Anthany Joseph,It narrates a story of a wealthy grandmother who helps to change her daughter's older mother in law's repressed behavior by fulfilling her bucket list. Later they start a online group to fulfill wishes of elderly people.,https://m.media-amazon.com/images/M/MV5BNDdkNGRjYWQtNmVmMS00YmJjLWI4YTYtNjdmMzIzNDljZGIxXkEyXkFqcGdeQXVyNDIxMDcxNjc@._V1_.jpg,Vineeth,Sreenivasan,Aparna,Balamurali,Suraj,Venjaramoodu,Sreenivasan,,,,
Ottakolam,https://www.imdb.com/title/tt6129010/,tt6129010,Jayan K. Saaj,Ottakolam is the exceptional tale of a man who makes a living by cremating the dead.,https://m.media-amazon.com/images/M/MV5BNTVmODU5ZGYtYTI0ZC00NmZmLWFmODgtZDU3ZmE0MGVkMGZlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Santhosh,Keezhattoor,Hima,Shankar,Santhakumari,,,,,,
Olappeeppi,https://www.imdb.com/title/tt6120732/,tt6120732,Krish Kymal,"Malayali family's ordinary life in Kerala from 1970s-2000s told through young Unni and grandmother's perspectives, recalling past eras.",https://m.media-amazon.com/images/M/MV5BZjM0YjIwNzYtNGM5ZS00ZTBlLWEzMTktYTkxYWUyZjE4M2RlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Biju,Menon,Paris,Laxmi,Punnassery,Kanchana,Reina,Maria,,,
Koppayile Kodumkattu,https://www.imdb.com/title/tt5821100/,tt5821100,Soujan Josseph,"A taxi driver from Alleppey who always tries to keep his wife happy by taking her to very materialistic trips. She becomes more greedy and in order to keep her happy, he knowingly or unknowingly undertakes few tasks that gets him trapped.",https://m.media-amazon.com/images/M/MV5BMzYzNmEwMDYtYjQxNC00ZTRjLWE5ZjMtYWY4NmRhMjBiZjJjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Sidharth,Bharathan,Shine,Tom,Chacko,Nyra,Banerjee,Ambika,Mohan,,
Pulimurugan,https://www.imdb.com/title/tt5297256/,tt5297256,Vysakh,"When a small village near a forest is under the threat of man eating tigers and a drug mafia, the villagers seek the help of an unstoppable force, a hunter invincible.",https://m.media-amazon.com/images/M/MV5BODUyYThiZmEtZDhlYy00NWMyLWJlZDktNDcxNzE0M2VkMzlhXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_.jpg,Mohanlal,Jagapathi,Babu,Kamalinee,Mukherjee,Lal,,,,,
Thoppil Joppan,https://www.imdb.com/title/tt5821424/,tt5821424,Johny Antony,"Joppan's failed romance excuses him to be an alcoholic. Hoping to start a new life, he seeks out for some love but would fate favor him this time?",https://m.media-amazon.com/images/M/MV5BYjYxMDBmOTAtYjk4ZS00MDgxLWFkOTMtODY2ZTgzN2EzMDMwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Sohan,Seenulal,Andrea,Jeremiah,Mamta,Mohandas,Kaviyoor,Ponnamma,,,
Kavi Uddheshichathu..?,https://www.imdb.com/title/tt6117088/,tt6117088,Liju Thomas Thomas,Kavalam Jimmy and Vattathil Bosco are rivals from their school days and Minnal Simon always tries to benefit from this situation.Three of them have their own intentions and they back stab each other to attain their own aims.,https://m.media-amazon.com/images/M/MV5BMjQ2Yjk2ODItNGZjOC00MmQ2LWE0NmEtZjNiMjliMGYxZWZiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Asif,Ali,Biju,Menon,Narain,Saiju,Kurup,,,,
Aanandam,https://www.imdb.com/title/tt5998104/,tt5998104,Ganesh Raj,"A coming of age drama exploring love, life and friendship as a class of second year engineering students set out on their very first college tour to the exotic lands of Hampi and Goa.",https://m.media-amazon.com/images/M/MV5BOTgxZDRiZjMtYmZiOC00YTAxLWE0M2QtNzg5MTI5NjY2YTU3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Thomas,Mathew,Arun,Kurian,Roshan,Mathew,Vishak,Nair,,,
Daffedar,https://www.imdb.com/title/tt6099884/,tt6099884,Johnson Esthappan,Daffedar Ayyappan is a genuine human being who has retired from government service but can't escape from the job as a daffedar even after his retirement. He continues to serve the common people.,https://m.media-amazon.com/images/M/MV5BZWY1MWVlNzctYzY5Zi00NjU2LTk2YWEtNGQxMzhjNGFlY2IzXkEyXkFqcGdeQXVyMzMxMDUzNTk@._V1_.jpg,Tini,Tom,Malavika,Nair,Sudheer,Karamana,Jayakrishnan,,,,
Swarna Kaduva,https://www.imdb.com/title/tt5908806/,tt5908806,Jose Thomas,"Rini Iype Mattummel, is a man whose sole aim is to make money within the short span of time. He will do anything to make money.",https://m.media-amazon.com/images/M/MV5BNzI2YjE0MzMtZDQ0YS00OWFmLWI2N2ItZjIyY2I5YjQyYzIwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Biju,Menon,Innocent,Vareed,Thekkethala,Iniya,Poojitha,Menon,,,
Kaadu Pookkunna Neram,https://www.imdb.com/title/tt5461134/,tt5461134,Bijukumar Damodaran,A police group is deployed by the government to do away with Maoist menace (A banned Left organization) in a tribal village near forest. The police forcibly occupy a tribal primary school ...                See full summaryÃ‚Â Ã‚Â»,https://m.media-amazon.com/images/M/MV5BZDdhMzUzYTEtNWI4My00ZDM3LTk1NjItY2U4OWZkNWU4ZDY2XkEyXkFqcGdeQXVyNjczOTk4NjI@._V1_.jpg,Krishnan,Balakrishnan,Prakash,Bare,Indrans,Irshad,,,,,
God Say,https://www.imdb.com/title/tt6395948/,tt6395948,"Sherry, Shyju Govindan","Story of a radio programmer, Harischandran who is an anarchist and a drunkard. As events unfold his life turns upside down when he starts representing the radio program, 'Gandhimargham'.",https://m.media-amazon.com/images/M/MV5BZmVkM2E1ODAtZDhlMi00YTI5LWFjMzUtMWU3ZjgyMTdmYzdjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_.jpg,Adhil,Ahamed,Vinay,Forrt,Indrans,Mammukoya,,,,,
Kaviyude Osyath,https://www.imdb.com/title/tt6416760/,tt6416760,Vineeth Anil,An estranged late poet leaves behind property in his will for a young man named Abhijith. This leads Abhijith and his family to question the relationship the late poet had with them.,https://m.media-amazon.com/images/M/MV5BNWFlOTQwYjQtZGIyZS00NWVhLThlYjEtMGQwM2NmMTNlOTZlL2ltYWdlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Jithu,Johny,Arun,Kumar,Sangeetha,Mohan,Prakash,Bare,,,
Jomonte Suvisheshangal,https://www.imdb.com/title/tt6059074/,tt6059074,Sathyan Anthikad,The son of a wealthy man works through his relationships with his brother and sister.,https://m.media-amazon.com/images/M/MV5BN2UwMzk0ZjUtMTQxMS00MTk4LWExODEtNTIyOGVhNTE4MTdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Dulquer,Salmaan,Mukesh,Aishwarya,Rajesh,Jacob,Gregory,,,,
Munthirivallikal Thalirkkumbol,https://www.imdb.com/title/tt6097918/,tt6097918,Jibu Jacob,"This onscreen adaptation of the story 'Pranayopanishad' (The Upanishad of Love) follows Ulahannan, a middle aged government servant, through his emotional journey of misconceptions and love.",https://m.media-amazon.com/images/M/MV5BMTQyYWQwYzktMDVlMi00YzZjLWE1OTgtNmVmYjFjZTE1NzJiL2ltYWdlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Mohanlal,Meena,Aima,Sebastian,Sanoop,Santhosh,,,,,
Fukri,https://www.imdb.com/title/tt6160504/,tt6160504,Siddique,"An aristocratic family welcomes a long-lost heir, but the young fellow may be leading his relatives down the garden path.",https://m.media-amazon.com/images/M/MV5BYmQ2YWIzNGQtZWVlMS00YTlkLWI0MWItOGJmNzJhM2I3ZmJhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Jayasurya,Lal,Siddique,Prayaga,Martin,,,,,,
Valappottukal,https://www.imdb.com/title/tt6624984/,tt6624984,Madhu Thathampally,"Jabbar, a gravedigger, decides to get his young daughter Shabnam married into a rich family. However, her teacher Sajeevan tries to oppose the match.",https://m.media-amazon.com/images/M/MV5BNWUzOWRmNDUtZTYyMC00NjU5LTkxZDYtNjVlZjVjOTUwOGRjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Madhu,Sudheer,Karamana,Boban,Alumoodan,Nincy,Xavier,,,,
Ezra,https://www.imdb.com/title/tt5892746/,tt5892746,Jay.k,"A newly married woman brings an antique Jewish box into her home, unaware that the box contains the ghost of Abraham Ezra.",https://m.media-amazon.com/images/M/MV5BOTg5NTRkMmEtMDg0MC00ZWM1LTg0MzQtMzI1NDQ2YzRhOTcyL2ltYWdlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Prithviraj,Sukumaran,Priya,Anand,Tovino,Thomas,Sujith,Shanker,,,
Swayam: Selfless,https://www.imdb.com/title/tt6270538/,tt6270538,R. Sarath,"The Film outlines the Story of a Mother and her austistic child, revolves around several unpleasant and happy situations.",https://m.media-amazon.com/images/M/MV5BODA3NzY1YmMtYzljMC00OGZkLWIyMWMtMTM2NTZjODJmZWNjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Lakshmipriya,K,Madhu,Nandhu,Nimay,Pillai,,,,,
Aaradi,https://www.imdb.com/title/tt6551468/,tt6551468,Saji S. Palamel,A crucial day in the life of a young Dalit-wing leader of a major political party. It peels off the progressive garb of today's society to reveal its atrophied interiors.,https://m.media-amazon.com/images/M/MV5BZTViNGU4M2QtNmI1NC00YjI3LTk3YzMtNGI3MzgwMjRlYzExXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Hima,Shankar,Irshad,Shivaji,Guruvayoor,Gopan,Kalharam,,,,
Aby,https://www.imdb.com/title/tt6200604/,tt6200604,Srikant Murali,Aby is aspired to fly and make an aeroplane by his own without any formal engineering education. The movie depicts how the hero struggles to make his dream come true and the obstacles he faces on his way to success and achieve glory.,https://m.media-amazon.com/images/M/MV5BODVkNzhjMGUtYmIwYy00N2M2LTkyMTktNGEwZDVmOGI1MmQwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Vineeth,Sreenivasan,Mareena,Manish,Chaudhari,Suraj,Venjaramoodu,,,,
Veeram,https://www.imdb.com/title/tt5886216/,tt5886216,Jayaraj,"Veeram is based on the ballads of North Malabar and narrates the tale of the brave and ambitious Kalarippayattu warrior, Chandu, whose story resembles that of William Shakespeare's Macbeth.",https://m.media-amazon.com/images/M/MV5BOGYwYTI4NTAtMzU2Ni00OWFhLWEyYjktZWY4MDVjZWI4MGVmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Kunal,Kapoor,Himarsha,Venkatsamy,Aaran,Ketaki,Narayan,,,,
Oru Mexican Aparatha,https://www.imdb.com/title/tt6010630/,tt6010630,Tom Emmatty,"The film, set in a college campus, narrates how the students established the political party Students Federation of India.",https://m.media-amazon.com/images/M/MV5BNGM3NjllYzItMzczYi00NjMwLThjMWMtNGExNDc2NDhkNmVjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Tovino,Thomas,Neeraj,Madhav,Roopesh,Peethambaran,Manesh,Krishnan,,,
Angamaly Diaries,https://www.imdb.com/title/tt6167894/,tt6167894,Lijo Jose Pellissery,"Vincent Pepe who wanted to be a powerful leader of a righteous gang that ruled the city, like his seniors. And then there's the rival clan with the malicious gangsters of Angamaly a locale on which the film is based.",https://m.media-amazon.com/images/M/MV5BZmQ3NDc1NGYtMTkzOC00MTUzLTgyNjYtZDM2MmU3M2M2M2Y1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Antony,Varghese,Reshma,Rajan,Binny,Rinky,Benjamin,Amrutha,Anna,Reji,
Ayal Jeevichiruppundu,https://www.imdb.com/title/tt6426980/,tt6426980,Vyasan Edavanakkad,"Murugan is a poor illiterate fisherman residing in a small coastal village whose biggest dream is to visit Goa. John Mathew Mathan, a renowned writer catches his attention and together they go on a journey through Goa.",https://m.media-amazon.com/images/M/MV5BNDFkMzJkMTktZWExYy00ZmI1LTkzMWItYWQzMTFlMWNmYTBhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Vijay,Babu,Manikandan,R.,Achari,Namrata,Gaikwad,Prasad,Kannan,,
Devayaanam,https://www.imdb.com/title/tt6631226/,tt6631226,Sukesh Roy,"The movie is an attempt to portray the life of a widow who is obsessed with thanatophobia, the persistent fear of one's own death.",https://m.media-amazon.com/images/M/MV5BZWU4NzE5NmItYjI1My00MGY4LWFiMjAtODY2MGE1Y2M4OWUwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,K.P.A.C.,Lalitha,Malavika,Menon,Kailash,Suraj,Venjaramoodu,,,,
Samarpanam,https://www.imdb.com/title/tt5933664/,tt5933664,K. Gopinathan,The murder of a young girl brings together the three central characters that develop an inexplicable bond with the victim and amongst them. Consequences beyond their expectations await them.,https://m.media-amazon.com/images/M/MV5BOTUyODk5MjQtMzY4OS00ZWVkLTkyYzItYTFiOWNmMDU1OTNiXkEyXkFqcGdeQXVyMjQzMzE4ODk@._V1_.jpg,Santhosh,Keezhattoor,Anil,Nedumangad,Virginia,Rodrigues,P.,Balachandran,,,
Alamaara,https://www.imdb.com/title/tt6239586/,tt6239586,Midhun Manuel Thomas,The life of a newly married couple revolves around a cabinet (alamaara) which the groom received as dowry.,https://m.media-amazon.com/images/M/MV5BM2UxOGVmZDMtMmYzYy00MDNlLWFmODQtZTNmYzdjMzg5NWUwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Sunny,Wayne,Aditi,Ravi,Renji,Panicker,Seema,G.,Nair,,
Oru Malayalam Colour Padam,https://www.imdb.com/title/tt6655848/,tt6655848,Ajith Nambyar,,https://m.media-amazon.com/images/M/MV5BNTVmZDhmOTMtODY2NC00NjlmLWFmYzAtNTk4ZGQ2Nzc5NGEyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Manu,Bhadran,Murugan,Anjali,Nair,,,,,,
